
上海,#genre#
老炮说电影, https://golangtv.xiao3.cloudns.org/huya/15454716
刘老师说电影, https://golangtv.xiao3.cloudns.org/huya/20289754
恐怖电影解说, https://golangtv.xiao3.cloudns.org/huya/16741179
星爷, https://golangtv.xiao3.cloudns.org/huya/11342412
英叔, https://golangtv.xiao3.cloudns.org/huya/11342421
发哥, https://golangtv.xiao3.cloudns.org/huya/11342387
成龙, https://golangtv.xiao3.cloudns.org/huya/11342386
王晶, https://golangtv.xiao3.cloudns.org/huya/11602058
沈腾, https://golangtv.xiao3.cloudns.org/huya/11601968
黄渤, https://golangtv.xiao3.cloudns.org/huya/11352876
强森, https://golangtv.xiao3.cloudns.org/huya/21059581
漫威, https://golangtv.xiao3.cloudns.org/huya/11602034
宇宙, https://golangtv.xiao3.cloudns.org/huya/11342428
怪兽, https://golangtv.xiao3.cloudns.org/huya/21059577
武侠, https://golangtv.xiao3.cloudns.org/huya/11342427
警匪, https://golangtv.xiao3.cloudns.org/huya/11352886
罪犯, https://golangtv.xiao3.cloudns.org/huya/11352962
枪战, https://golangtv.xiao3.cloudns.org/huya/21059579
海盗, https://golangtv.xiao3.cloudns.org/huya/21059595
赛车, https://golangtv.xiao3.cloudns.org/huya/11279247
推荐, https://golangtv.xiao3.cloudns.org/huya/11602041
救援, https://golangtv.xiao3.cloudns.org/huya/21059594
热血, https://golangtv.xiao3.cloudns.org/huya/11352934
盗墓, https://golangtv.xiao3.cloudns.org/huya/21059552
贺岁, https://golangtv.xiao3.cloudns.org/huya/11601971
玄幻, https://golangtv.xiao3.cloudns.org/huya/11342414
谍战, https://golangtv.xiao3.cloudns.org/huya/21059585
战争, https://golangtv.xiao3.cloudns.org/huya/21059592
喜剧, https://golangtv.xiao3.cloudns.org/huya/11352877
港片, https://golangtv.xiao3.cloudns.org/huya/11602043
国产, https://golangtv.xiao3.cloudns.org/huya/11352973
周星星, https://golangtv.xiao3.cloudns.org/huya/11336587
李连杰, https://golangtv.xiao3.cloudns.org/huya/11342390
洪金宝, https://golangtv.xiao3.cloudns.org/huya/11279251
梁家辉, https://golangtv.xiao3.cloudns.org/huya/11342429
许冠英, https://golangtv.xiao3.cloudns.org/huya/11601972
刘德华, https://golangtv.xiao3.cloudns.org/huya/11342424
冯小刚, https://golangtv.xiao3.cloudns.org/huya/11352906
邱淑贞, https://golangtv.xiao3.cloudns.org/huya/11352949
五福星, https://golangtv.xiao3.cloudns.org/huya/11282233
斯坦森, https://golangtv.xiao3.cloudns.org/huya/21059588
小鬼头, https://golangtv.xiao3.cloudns.org/huya/11352963
八点档, https://golangtv.xiao3.cloudns.org/huya/880261
蜘蛛侠, https://golangtv.xiao3.cloudns.org/huya/21059599
贺岁片, https://golangtv.xiao3.cloudns.org/huya/11601986
功夫片, https://golangtv.xiao3.cloudns.org/huya/11352941
黑帮片, https://golangtv.xiao3.cloudns.org/huya/11336719
丧尸片, https://golangtv.xiao3.cloudns.org/huya/21059578
灾难片, https://golangtv.xiao3.cloudns.org/huya/11602075
谍战片, https://golangtv.xiao3.cloudns.org/huya/21059587
战争片, https://golangtv.xiao3.cloudns.org/huya/21059574
犯罪片, https://golangtv.xiao3.cloudns.org/huya/11352974
古装片, https://golangtv.xiao3.cloudns.org/huya/11336590
高分动作, https://golangtv.xiao3.cloudns.org/huya/11352884
动作电影, https://golangtv.xiao3.cloudns.org/huya/11602077
搞笑喜剧, https://golangtv.xiao3.cloudns.org/huya/11342423
喜剧专场, https://golangtv.xiao3.cloudns.org/huya/11602044
欢笑影院, https://golangtv.xiao3.cloudns.org/huya/11352894
不挤影院, https://golangtv.xiao3.cloudns.org/huya/11352897
国产悬疑, https://golangtv.xiao3.cloudns.org/huya/11342395
快意江湖, https://golangtv.xiao3.cloudns.org/huya/11342435
黑帮斗争, https://golangtv.xiao3.cloudns.org/huya/11342419
古墓系列, https://golangtv.xiao3.cloudns.org/huya/11352913
嫣然影厅, https://golangtv.xiao3.cloudns.org/huya/11601977
女神系列, https://golangtv.xiao3.cloudns.org/huya/11336571
经典女神, https://golangtv.xiao3.cloudns.org/huya/11352909
许氏三杰, https://golangtv.xiao3.cloudns.org/huya/11602033
经典港片, https://golangtv.xiao3.cloudns.org/huya/11352965
镖行天下, https://golangtv.xiao3.cloudns.org/huya/11352969
高能反转, https://golangtv.xiao3.cloudns.org/huya/11352887
喜乐影院, https://golangtv.xiao3.cloudns.org/huya/21059580
蘑菇影厅, https://golangtv.xiao3.cloudns.org/huya/11601981
搞笑恐怖, https://golangtv.xiao3.cloudns.org/huya/11601960
死神来了, https://golangtv.xiao3.cloudns.org/huya/11352903
变形金刚, https://golangtv.xiao3.cloudns.org/huya/21059596
怪兽系列, https://golangtv.xiao3.cloudns.org/huya/21059554
陈翔六点半, https://golangtv.xiao3.cloudns.org/huya/11274154

码上油管,#genre#
三立INEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
寰宇新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
东森财经新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
MOMO1, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO2, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
运通财经, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV06.m3u8
信大, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV07.m3u8
DWNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV08.m3u8
中视新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
华视新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
半岛阿拉伯, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV14.m3u8
ANNNews, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV15.m3u8
K-POP, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV16.m3u8
民视新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
CCTV4中文国际, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV20.m3u8
凤凰资讯, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV22.m3u8
ABCNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV24.m3u8
台视新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
天才冲冲冲, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
ASTROAWANI, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV27.m3u8
中天新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
东京涩谷, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV29.m3u8
大爱, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV30.m3u8
TVBS网路新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
三立NEWS+, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
CBNNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV33.m3u8
INDIATODAY, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV36.m3u8
FRANCE24, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV38.m3u8
NBCNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV39.m3u8
凤凰中文, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV43.m3u8
TBSNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV45.m3u8
大爱2, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV47.m3u8
ANNNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV48.m3u8
中天新闻「循环」, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
CNA, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV52.m3u8
HTBNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV53.m3u8
国会频道1, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV56.m3u8
国会频道2, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV57.m3u8
123GOLIVE, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV58.m3u8
半岛新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV59.m3u8
KBSNEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV61.m3u8
KANSAINEWS, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV62.m3u8
东森幼幼歌曲, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
小猪佩奇, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV64.m3u8
动画1, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
动画2, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
儿童歌曲1, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
儿童歌曲2, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV68.m3u8
镜新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
中视新闻, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
CRUX, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV72.m3u8
TimesNetwork, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV74.m3u8
八大电视, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV75.m3u8
舒缓音乐, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV77.m3u8
Taiwan+, https://mirror.ghproxy.com/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8
